CIE1,ASSIGN1,CIE2,ASSIGN2,CIE3,ASSIGN3,CIE4,ASSIGN4,CIE5,ASSIGN5,CGPA,SGPA,MathRate,CulturalRatings,SportRate,ResearchRatings
24,19,25,15,27,15,27,16,30,15,7.8,7.278156440175424,7,10,10,6
21,17,21,16,26,20,27,15,24,16,8.2,8.192991104209124,6,6,9,10
25,18,22,20,20,13,21,16,20,19,8.2,8.299694849114227,9,7,8,8
12,19,16,14,15,15,20,12,25,18,7.0,7.20408278818439,9,8,7,5
19,16,20,10,20,19,19,19,20,16,7.2,7.312310287301201,10,7,7,6
13,16,16,11,19,13,17,16,17,15,6.6,6.435595063617192,10,5,8,6
21,20,23,20,27,19,29,20,29,17,9.6,9.431962385615128,5,9,6,9
13,13,17,17,16,14,15,14,12,10,6.2,6.335171973352038,10,10,7,6
18,12,19,18,20,17,20,14,18,20,7.4,7.2232767045182005,7,5,10,10
20,14,24,20,24,15,22,18,26,16,7.8,7.246500564261913,5,7,7,5
26,15,28,20,25,20,27,16,24,15,8.4,8.335881529702663,8,9,5,6
20,13,19,14,18,14,21,20,18,16,7.4,7.470656075000695,6,8,8,7
25,17,24,20,27,17,30,16,29,16,8.6,8.014823029309772,5,8,6,10
14,12,13,18,16,16,17,15,17,15,6.8,6.451126721701202,7,5,10,7
25,15,28,16,26,18,23,17,23,18,7.8,7.341115345676046,10,5,8,10
16,18,16,13,14,13,17,17,21,20,7.0,7.019605174451751,5,7,10,6
21,15,18,20,22,19,27,19,27,20,9.0,9.33972194324333,5,8,8,10
25,15,26,19,28,20,30,16,27,15,8.2,8.208588680062775,7,5,5,5
20,15,23,20,28,15,29,19,28,15,8.6,8.435938752759638,8,6,7,9
12,12,10,16,11,17,15,14,17,13,6.0,6.174872119887633,7,9,10,7
20,19,23,20,25,18,24,19,21,16,8.6,8.09336492603787,6,8,9,8
30,17,29,20,28,18,28,17,25,20,8.4,8.306809533365735,5,9,6,5
12,18,10,17,8,19,9,11,8,11,6.0,6.219056633933352,5,5,6,6
12,14,13,19,16,13,19,17,24,15,7.0,7.414285933642364,7,10,7,7
16,16,13,20,13,14,11,11,14,19,6.6,6.092827656088594,7,6,9,9
25,16,28,19,25,16,29,20,29,20,9.6,9.405976931173425,6,6,9,9
21,20,24,16,26,20,23,15,21,15,8.2,8.287732698563033,5,5,5,6
28,16,28,17,25,15,24,19,23,17,7.2,7.017940208536647,9,10,5,5
25,17,28,18,27,15,25,20,22,16,8.4,8.098785513883168,5,8,6,7
14,20,16,13,18,16,17,16,19,19,7.0,7.326536677312855,10,9,7,5
28,20,30,20,27,17,25,18,29,20,9.6,9.149524360160132,9,8,5,7
17,19,16,14,21,19,24,16,29,18,7.2,7.188660982394968,10,7,6,5
21,19,21,15,24,16,29,16,27,19,7.2,7.238895918074921,8,6,8,6
17,15,19,19,18,13,22,20,20,15,7.4,7.4944383581861285,8,8,6,9
29,15,26,17,30,17,27,20,26,18,9.4,9.364402900169491,10,8,7,10
17,18,20,11,20,14,25,15,25,18,7.0,7.402820218501153,10,5,8,8
26,19,29,18,26,15,29,18,28,15,8.8,8.285193860220973,10,8,8,10
19,15,19,11,22,15,22,18,23,15,7.0,7.015023482362443,10,7,9,10
23,18,22,16,21,20,20,16,22,15,8.4,8.409529902357487,6,7,10,6
19,20,16,12,20,11,25,18,27,15,7.8,7.214409933748769,8,6,5,6
21,17,25,20,29,16,26,17,27,20,7.8,7.359935538987782,7,9,6,8
12,12,16,13,17,16,19,15,22,18,6.4,6.48925982016292,9,8,9,8
29,18,27,17,29,15,26,15,23,17,8.6,8.0336266008272,5,8,6,7
29,16,29,18,28,16,26,20,29,19,9.0,9.165338021018439,9,8,10,5
20,16,23,20,25,17,22,19,20,14,8.4,8.204441627541684,6,10,5,6
21,15,26,17,26,18,25,19,25,18,8.8,8.24748483409338,10,10,10,7
28,20,26,16,23,17,24,19,23,17,8.0,8.252178535244775,9,5,6,6
25,17,23,16,22,15,21,17,21,20,8.4,8.450630980795587,6,7,6,8
14,11,14,15,17,17,20,14,21,18,6.8,6.214170280561863,6,7,5,8
15,10,16,14,21,19,18,17,22,19,6.6,6.4378194973239085,6,10,7,6
21,15,18,20,20,20,19,16,22,17,7.2,7.189889060958074,5,5,5,5
17,20,20,17,18,17,16,12,20,13,7.0,7.16162564081999,10,10,5,10
26,18,24,18,25,18,25,16,24,20,9.0,9.391841891208035,6,8,7,9
26,16,25,15,24,19,26,19,29,16,7.2,7.072860092825466,7,6,10,6
13,16,12,14,10,16,15,17,20,11,6.4,6.269420999757261,5,8,9,9
28,17,26,16,27,20,29,20,26,19,8.2,8.340731987778447,8,9,10,6
24,15,29,20,26,17,23,17,26,17,8.4,8.463479559531859,10,9,6,7
16,16,20,19,17,10,21,20,26,19,7.2,7.363049029395398,9,9,7,7
19,20,20,18,25,15,23,20,23,18,8.0,8.15885381869143,10,10,5,9
18,14,20,15,19,13,18,10,23,17,6.4,6.2561562380365805,5,7,5,10
26,20,27,17,25,17,25,20,22,16,8.4,8.049306458192186,8,9,7,9
25,18,30,16,30,16,29,19,28,15,9.6,9.306552661045641,5,7,5,9
17,18,16,15,19,19,22,17,24,20,7.6,7.3117261543667045,5,8,9,6
27,15,28,16,28,17,27,16,30,18,8.6,8.436775101282478,5,9,5,8
19,15,17,17,17,14,18,17,16,16,6.8,6.319244442169544,6,6,6,10
27,17,27,17,26,15,23,18,24,15,8.8,8.299460024601181,7,7,7,8
20,11,18,20,23,15,27,15,25,20,7.6,7.1335872822490565,10,5,10,5
13,18,14,13,11,15,15,10,18,17,6.2,6.372797221959174,7,9,9,5
20,10,20,10,17,14,19,13,19,12,6.6,6.130551350225487,7,6,8,6
21,19,21,16,22,19,19,18,24,18,8.0,8.106996891057927,10,10,5,8
15,13,20,19,22,16,24,17,25,16,8.0,8.339466926621897,9,5,5,8
17,13,17,16,17,20,22,16,24,18,7.6,7.118588122774484,6,10,5,5
21,19,26,18,23,20,26,20,27,20,8.8,8.209019181136924,6,6,7,10
19,18,24,18,22,15,20,19,21,16,8.2,8.332973860982694,9,6,10,8
13,19,11,17,11,20,10,17,14,11,6.4,6.484272165687648,6,8,10,7
27,19,24,19,24,19,22,18,20,17,8.4,8.38104314416944,5,5,10,5
25,16,26,20,23,19,22,15,27,19,9.2,9.073082687625755,8,7,7,10
26,19,23,15,25,18,29,20,27,17,8.4,8.124069442552031,6,7,10,9
16,12,17,12,19,10,18,17,19,16,6.0,6.287509180510858,5,9,6,8
13,10,18,17,19,11,22,16,23,19,7.0,7.135438185762503,8,10,8,6
12,17,9,13,13,12,12,17,12,20,6.2,6.078729218982728,8,10,9,10
18,20,18,20,21,20,20,14,18,12,7.6,7.414451410416681,10,10,6,7
12,15,17,13,19,15,16,20,14,14,6.6,6.37626208905621,10,9,7,8
13,10,12,12,10,20,14,17,18,16,6.4,6.43871218853078,8,9,9,8
12,19,9,20,11,14,14,14,17,11,6.2,6.00307045473931,10,6,6,6
23,17,22,18,24,15,27,16,30,16,7.8,7.084378270514529,9,7,10,6
29,16,29,16,30,19,30,16,27,20,8.4,8.35488915835118,5,6,10,10
16,14,20,20,22,17,23,17,26,17,7.0,7.156983390352099,8,8,7,8
15,12,17,12,22,18,21,19,23,20,6.6,6.43176877132364,6,6,10,7
19,16,21,20,26,17,23,15,24,16,7.6,7.2032551207590325,5,5,5,5
18,11,19,14,23,16,22,18,24,20,7.2,7.069314670651525,8,5,5,7
22,19,22,15,25,18,23,18,22,20,8.8,8.480396515965532,8,6,10,10
13,13,12,12,17,12,18,14,23,19,6.8,6.381418037446561,10,8,7,10
18,17,18,12,18,17,19,13,22,16,6.6,6.012306764445711,5,7,5,7
25,18,23,17,26,17,28,19,26,15,8.6,8.02711070960244,8,6,6,9
12,11,16,20,14,13,19,14,17,15,6.8,6.288313156985233,9,8,6,10
18,18,16,17,14,14,11,14,10,14,6.6,6.412762723409592,5,6,9,10
28,15,29,15,30,18,29,17,29,18,9.6,9.073998291128408,5,7,5,8
15,12,18,13,23,15,25,19,30,17,8.0,8.131745899150463,10,6,5,9
13,19,14,18,13,20,15,20,13,11,6.6,6.116148223130102,8,8,5,10
22,15,19,10,16,11,21,15,24,17,7.4,7.205180028970993,6,9,7,7
27,20,28,19,28,20,28,17,30,20,9.2,9.040150331025968,6,10,5,9
19,10,20,18,23,20,21,18,20,19,7.8,7.492577425391799,10,7,5,6
26,15,27,15,26,16,30,20,29,17,9.4,9.428778229442957,5,9,7,10
21,20,23,20,26,19,25,15,28,19,8.0,8.132647997311915,5,9,7,8
18,13,16,15,21,20,24,18,21,19,7.6,7.182634646272818,9,9,9,8
30,15,30,15,27,19,25,16,24,20,8.0,8.367018760961072,10,7,6,9
14,20,17,12,19,12,17,11,19,10,6.4,6.187799634323511,8,7,6,7
21,15,25,19,24,19,29,17,26,17,9.0,9.20681393877289,7,9,9,9
20,16,19,14,23,20,24,16,22,15,7.6,7.384852986957904,6,5,8,5
25,18,28,15,25,18,22,16,26,15,8.8,8.276028459303898,7,7,7,9
20,17,24,16,21,17,23,17,27,15,7.4,7.495072216396067,9,7,6,9
19,16,20,11,18,17,20,13,21,16,6.8,6.030892981587844,7,6,10,9
24,16,28,18,29,19,27,16,24,16,8.2,8.488604153403218,8,8,8,10
26,20,27,17,25,15,24,20,25,15,8.0,8.097724296207172,10,10,7,9
12,14,14,17,13,10,11,10,8,19,6.2,6.14044027301788,6,9,5,10
28,18,28,16,28,16,27,15,25,19,9.2,9.070619528935522,9,5,8,8
27,15,24,15,29,16,30,19,29,19,8.6,8.199880520040457,6,9,8,5
28,18,28,18,27,17,26,15,27,17,9.4,9.47268846040792,7,9,10,10
16,13,17,15,15,19,12,12,9,13,6.4,6.092887294404321,9,9,7,8
27,16,30,16,27,18,30,18,27,17,8.8,8.0855387910975,7,8,5,5
16,18,20,14,20,12,18,16,18,14,7.0,7.241190274751039,10,9,10,9
26,17,29,20,30,20,28,15,28,20,9.6,9.395702004685273,6,10,9,9
15,11,14,19,16,16,14,12,17,13,6.4,6.156744480339791,8,6,5,7
15,19,16,16,20,12,17,19,20,19,7.4,7.136013358307175,7,7,10,10
27,17,25,16,30,18,27,16,26,19,8.6,8.095948435213188,5,10,6,10
15,10,19,20,21,20,19,13,18,12,7.2,7.132660762988005,6,9,7,9
20,18,25,17,23,18,20,19,18,14,8.2,8.44288682692108,8,8,7,6
24,17,21,18,22,20,27,16,25,17,8.8,8.252244894544257,8,10,5,7
24,19,23,17,26,19,29,15,29,18,8.0,8.14041559701131,5,10,6,10
12,18,15,11,13,11,13,12,14,19,6.2,6.004439299551589,9,10,5,7
17,12,22,19,19,14,19,15,24,18,7.6,7.430006186284279,6,5,10,7
22,18,26,19,25,16,28,16,28,16,7.8,7.230775707200852,6,8,9,8
28,19,28,20,27,16,24,19,28,18,9.6,9.499799025765348,5,10,8,6
16,11,16,17,17,20,16,18,19,19,7.2,7.35670322331654,8,6,6,10
27,15,29,19,27,19,27,17,29,15,9.4,9.11947466197249,8,9,9,6
23,19,26,17,29,20,26,20,28,20,9.6,9.421700456200039,10,9,10,6
15,11,20,10,17,20,18,11,23,20,7.0,7.140877420835472,10,9,10,6
17,14,22,16,22,20,21,17,19,15,7.8,7.409347357234234,5,6,10,6
16,12,18,13,18,14,15,17,12,11,6.6,6.319110996323209,10,7,10,8
21,16,23,20,23,19,25,15,27,15,8.2,8.099802231350093,8,8,5,5
18,13,15,17,19,16,21,15,23,20,7.4,7.334327839752932,5,10,7,8
21,16,23,15,28,15,25,19,30,19,8.8,8.057958097455987,10,7,10,6
27,17,30,19,30,18,27,19,24,16,9.0,9.083350277256706,9,10,5,10
13,12,16,16,19,11,19,16,16,18,6.4,6.092063691738951,8,5,9,7
23,18,23,17,25,16,22,17,21,19,7.6,7.370373635958338,5,7,5,10
28,19,29,18,30,20,29,16,26,17,9.0,9.343127815574436,5,6,7,9
18,11,15,10,14,13,16,13,21,18,6.4,6.497084140466127,10,10,8,10
27,15,28,18,26,18,28,20,26,17,9.4,9.181719781225475,6,8,10,6
18,12,22,15,21,17,23,20,20,10,7.4,7.363145988832544,10,6,7,5
29,19,26,16,25,18,27,18,30,20,8.8,8.121869611729538,7,5,10,8
26,16,26,17,30,19,30,16,30,20,9.6,9.337834990321234,9,7,7,10
21,16,19,19,23,16,25,15,23,17,7.2,7.169390713636393,5,10,10,5
21,16,25,16,22,18,25,17,29,15,8.2,8.222824713955879,10,10,8,5
18,16,17,17,21,20,24,16,21,20,7.6,7.42974502863548,9,7,10,5
12,10,9,20,10,18,11,13,14,15,6.0,6.48839586228036,7,10,8,7
13,10,14,20,12,19,12,19,16,13,6.6,6.318943090039002,9,5,5,9
15,16,17,11,18,10,17,19,22,16,7.0,7.320361417992121,10,7,10,9
20,18,23,16,24,18,25,20,30,17,8.2,8.411786708624486,5,7,9,10
28,15,26,16,28,20,26,20,23,20,9.4,9.270405419815809,8,7,10,8
14,20,13,19,13,20,10,11,8,20,6.6,6.297352635824883,7,6,7,8
30,15,29,15,30,20,30,15,27,15,8.0,8.42337421764406,7,10,6,6
15,18,12,12,12,18,12,15,12,10,6.2,6.284867071944493,6,6,7,8
29,15,30,17,28,16,27,19,24,20,9.4,9.032512121509923,7,7,6,10
15,18,16,19,20,17,17,18,22,19,7.2,7.186608350842541,6,9,8,8
28,17,26,18,30,20,29,16,26,15,8.0,8.259326249865792,8,7,6,8
12,12,11,14,13,13,10,19,12,20,6.2,6.374909548357544,5,7,8,5
14,20,12,15,17,14,20,17,25,17,7.4,7.383081667561094,10,6,5,7
17,10,15,13,17,19,15,19,20,11,6.8,6.2267890136256385,8,10,6,5
20,18,25,17,27,16,25,17,28,20,9.0,9.094520166023925,10,7,10,5
27,20,24,15,29,16,28,16,26,16,8.4,8.348418598383176,8,8,6,6
18,20,22,18,26,18,23,18,24,17,8.2,8.127449695726193,6,8,9,8
14,13,18,12,23,18,25,18,26,19,7.2,7.209821462170062,8,9,7,7
17,11,18,13,18,18,20,16,22,18,7.0,7.312771506345712,10,10,9,10
12,14,12,14,17,10,14,11,12,11,6.0,6.443152994797578,8,10,10,9
29,16,28,18,29,16,29,20,29,15,8.2,8.084471628012484,7,6,7,10
16,10,14,16,18,13,18,14,20,20,6.4,6.362303975516965,5,8,7,8
29,20,28,18,30,18,29,16,29,15,9.0,9.272005785423111,6,9,10,9
26,17,30,15,27,18,28,16,28,20,8.0,8.028423896264334,7,6,10,9
26,17,26,15,26,18,30,17,27,18,8.6,8.370599173509312,10,7,10,7
25,15,28,19,26,17,25,19,29,15,8.6,8.315448384582544,5,7,9,9
21,17,20,20,19,12,24,18,26,15,7.8,7.170037770407632,9,7,6,7
23,18,23,16,26,20,25,17,26,17,9.0,9.461883950265639,7,8,5,10
28,18,27,15,24,20,24,20,28,16,9.2,9.25489620823953,9,6,8,8
17,20,14,10,12,13,9,16,6,19,6.4,6.230767917624345,6,8,5,9
18,17,23,18,28,17,29,20,28,16,8.0,8.035964159137889,9,5,10,9
14,16,12,10,15,16,15,14,20,13,6.4,6.335486578671084,9,7,8,7
15,11,12,10,14,18,15,20,13,10,6.2,6.422082825425711,9,9,5,6
19,13,16,15,19,12,18,17,22,19,7.2,7.1015053367016465,10,10,8,7
23,16,24,16,23,15,22,15,20,13,7.4,7.18456507655426,6,7,5,5
14,19,19,15,19,20,23,20,28,16,8.0,8.157536487217353,5,10,6,7
25,20,29,20,30,20,29,16,29,19,8.4,8.332922845134291,6,7,8,8
12,15,17,14,18,15,19,18,21,16,7.2,7.373875997559861,7,10,7,8
18,14,15,20,14,15,14,17,16,17,6.6,6.48531157110184,6,7,6,8
17,10,22,17,21,15,19,12,23,16,7.4,7.244377422284269,10,6,8,9
28,17,25,18,29,18,30,15,30,18,8.2,8.497561957476462,9,10,8,9
25,15,24,20,25,17,27,15,25,20,7.8,7.290380897113922,7,10,8,6
24,16,24,16,29,15,26,18,30,15,7.2,7.090824087370059,10,9,8,9
26,16,29,20,28,18,30,20,30,18,9.8,9.30767319094118,8,9,7,9
27,15,30,15,30,20,30,15,27,19,8.2,8.280066306828976,8,10,9,6
15,15,17,15,15,17,14,15,14,17,6.6,6.0273274706938835,10,6,6,9
16,13,21,19,23,16,25,20,25,18,7.0,7.307539312195889,7,9,5,10
19,17,24,16,26,16,30,15,30,19,7.8,7.113324066917145,8,5,8,8
14,14,18,15,18,14,19,14,17,16,6.8,6.168693884947949,10,10,5,7
12,11,13,14,10,16,10,15,15,20,6.0,6.249130138932173,6,9,5,5
16,19,16,16,17,20,16,19,14,14,6.6,6.492412198931842,7,7,8,10
21,20,21,18,25,15,30,20,28,20,8.6,8.27102649503142,5,9,5,8
29,20,28,19,26,17,27,18,26,16,8.8,8.083510875705173,9,8,8,6
29,18,27,19,28,20,28,20,27,16,9.8,9.356283122297564,7,7,6,10
13,16,14,19,18,17,20,19,20,12,6.8,6.422054962426502,8,8,7,10
30,20,30,18,30,17,27,16,24,17,9.6,9.309788341137597,10,8,7,7
14,12,12,11,16,16,14,16,18,15,6.4,6.362674718745339,7,5,10,7
17,13,16,10,18,20,23,17,22,15,6.8,6.195945415377733,5,6,5,7
29,20,26,16,23,19,27,17,30,20,9.4,9.333272289184034,6,5,7,5
22,16,25,19,24,18,21,15,26,18,8.6,8.141433365414231,6,8,9,9
21,17,22,18,25,20,22,18,25,19,7.0,7.461270044939823,6,8,5,8
13,19,13,12,17,17,19,11,21,17,6.8,6.236871933440903,5,8,9,9
27,19,29,16,26,20,25,16,25,17,8.8,8.146909454847801,10,5,5,8
28,16,30,19,27,15,29,17,29,15,9.4,9.268033555505232,10,7,5,7
26,16,24,19,24,18,24,17,24,20,9.0,9.079263449680736,8,6,8,10
28,18,30,15,29,20,27,17,30,16,9.0,9.092743204669771,6,8,8,6
28,20,29,16,29,18,27,16,30,19,9.0,9.440362235464583,8,5,8,6
27,16,24,15,24,19,25,16,24,17,8.8,8.226378253836579,6,10,9,5
19,12,22,15,20,15,23,20,20,19,7.6,7.115429468126009,7,10,9,9
22,17,21,18,24,15,28,16,29,19,8.6,8.133226845843273,9,5,6,7
19,13,23,19,20,16,19,17,20,10,7.6,7.278301337958308,8,9,7,6
23,19,28,20,28,20,26,19,28,20,9.0,9.026825673300989,6,7,9,10
23,20,22,20,24,19,21,20,21,17,8.8,8.271398842780366,10,6,5,9
13,20,15,12,16,19,19,20,23,16,7.0,7.10697487697148,9,5,5,10
20,20,23,19,24,20,25,15,24,18,7.8,7.390540079502522,5,10,7,8
26,20,28,15,25,18,27,17,29,15,9.2,9.338279786711928,7,8,7,6
17,17,18,14,21,20,19,13,18,14,7.4,7.0786902496924995,8,7,10,5
12,14,14,17,12,17,9,14,14,15,6.2,6.138997877162295,6,10,9,7
30,15,27,16,26,18,28,17,26,20,8.0,8.307096791283929,10,5,9,7
21,15,18,19,22,17,27,19,25,19,8.6,8.198544233176488,10,7,6,10
20,20,22,18,23,18,24,16,21,16,7.0,7.035066713187989,7,7,7,5
28,17,28,15,30,20,27,19,28,19,9.0,9.05363747139004,6,8,9,9
14,20,15,19,13,11,18,11,15,11,6.4,6.409704327633027,6,6,8,5
14,11,17,10,21,18,26,20,26,15,7.8,7.114481747754816,8,6,8,9
16,18,18,13,15,20,18,20,17,17,7.0,7.06654646008815,9,9,10,5
27,20,27,18,29,17,29,15,26,18,8.8,8.044310757430132,9,6,6,8
26,19,26,20,25,16,22,17,24,17,8.4,8.088113039562458,5,8,5,6
24,18,28,17,29,19,28,15,30,19,8.8,8.051454797606116,8,8,8,10
15,10,15,11,14,19,16,20,15,20,6.6,6.431041570807208,6,6,9,5
25,17,30,17,29,16,26,15,27,15,8.6,8.489875946911537,7,9,8,5
29,20,28,20,29,18,29,16,27,18,8.4,8.293737013279133,9,5,5,9
19,13,24,15,25,15,29,18,28,19,8.2,8.388255314561368,7,10,10,9
16,18,20,10,19,13,19,12,22,17,7.0,7.2583892388898255,9,8,6,7
13,20,11,18,13,12,12,18,10,17,6.2,6.460261958556005,7,5,7,7
24,16,21,18,21,15,20,10,22,17,7.2,7.255057826545798,8,6,6,7
21,17,26,20,24,20,25,16,23,15,8.8,8.304540122685138,10,8,10,6
14,20,19,11,20,12,23,20,20,20,7.0,7.4245980308152335,8,7,7,9
30,20,27,19,29,17,28,17,28,17,8.4,8.26183557417213,5,9,7,5
24,15,26,17,24,20,26,18,30,15,8.2,8.057975952441879,10,5,10,7
30,18,28,17,25,18,22,15,20,10,7.8,7.40813442971514,10,6,8,10
27,17,24,18,27,18,26,19,26,15,7.8,7.11825134077391,7,5,8,8
13,12,15,12,14,19,15,13,14,20,6.4,6.0646697320862835,6,6,10,7
28,19,27,18,26,18,23,19,22,17,8.4,8.014891357992617,10,6,7,6
25,20,23,18,20,20,22,18,23,17,6.6,6.247529354478649,7,6,5,8
14,15,15,15,20,16,18,16,21,20,7.2,7.255870515399608,9,8,7,8
30,17,30,20,30,15,27,15,29,20,9.0,9.432225011983983,9,7,9,6
20,17,18,16,22,15,20,10,20,17,7.4,7.430737704428218,8,10,8,6
26,18,26,16,25,18,27,18,28,17,7.8,7.0562984802903275,9,9,9,5
18,20,23,19,24,15,24,20,27,17,8.6,8.37528955616332,5,10,6,5
20,16,19,15,16,13,21,17,18,10,7.0,7.13333677451867,6,9,9,10
24,16,21,19,23,18,25,15,22,15,7.0,7.313621141860315,7,10,8,7
30,15,30,15,27,17,24,20,28,19,8.0,8.454256101213689,5,6,7,9
27,15,28,19,26,15,24,17,23,17,8.6,8.222892621744533,8,5,6,5
27,18,27,20,24,19,22,18,21,19,7.4,7.396725056396215,9,5,5,6
23,16,21,15,19,17,20,14,21,17,7.8,7.428983499774472,5,5,6,7
17,11,15,18,16,18,13,17,15,11,6.4,6.12606745007313,10,9,9,10
15,18,20,15,20,18,19,18,23,18,7.6,7.382879128914591,8,7,7,8
18,11,18,18,20,16,18,19,21,18,7.6,7.015421358101338,9,6,8,8
20,19,22,20,21,20,21,17,25,19,8.6,8.113514174769502,5,6,5,10
21,17,26,20,30,15,28,19,25,20,8.0,8.052239077913617,7,9,5,5
12,13,9,15,6,11,11,19,9,20,6.0,6.277702111220687,9,9,6,5
17,11,14,15,14,17,11,19,9,17,6.2,6.0569856338177575,5,10,9,10
16,19,20,16,21,17,21,20,21,17,7.8,7.489653833080178,8,7,9,9
20,16,18,17,19,17,20,11,22,16,7.4,7.148394795427723,6,5,7,7
28,17,28,15,28,19,29,19,28,15,8.8,8.477349808348377,10,9,5,5
16,19,20,13,24,17,26,15,23,15,7.8,7.160248878266304,9,10,5,5
13,14,17,11,17,12,17,12,21,19,6.0,6.462437266725685,5,6,9,7
19,13,20,17,18,10,21,15,19,15,7.2,7.3876413726777255,8,6,6,7
14,13,14,11,13,11,17,13,16,18,6.2,6.144488196956272,10,7,7,8
26,16,28,18,29,19,27,15,29,16,8.8,8.332107431473478,10,10,6,6
21,18,22,15,23,19,22,18,24,16,7.4,7.172464570409382,9,6,7,10
17,19,21,20,19,11,20,18,20,18,7.8,7.119013078842631,7,7,5,5
12,12,11,17,9,19,9,16,11,15,6.0,6.199604084421039,5,6,9,9
27,17,28,16,25,19,25,16,25,20,8.4,8.078681903662122,5,8,7,5
12,15,12,12,13,14,16,20,15,14,6.4,6.027743228832854,8,6,10,6
18,14,19,16,17,12,18,16,20,19,6.8,6.383474214004554,7,6,10,10
30,18,28,16,28,19,26,15,29,18,9.6,9.337028160698228,5,9,8,7
12,19,17,18,17,11,14,20,13,20,6.6,6.012422921515493,10,5,6,8
14,16,15,17,17,18,18,11,17,10,6.2,6.2376262028417,5,6,5,7
23,18,21,18,24,18,26,18,28,18,9.0,9.002283677996438,9,10,5,10
14,16,13,13,16,17,15,20,12,14,6.2,6.353138420287534,6,7,5,8
30,16,27,16,27,15,25,20,23,15,8.4,8.198035158419557,6,10,8,7
15,18,15,18,18,13,18,10,15,12,6.6,6.304048113005848,7,6,7,10
16,20,15,10,13,11,15,17,13,10,6.6,6.305013594443893,7,5,5,9
20,10,22,17,25,18,22,15,23,19,8.0,8.378912158342423,6,10,7,6
12,12,16,17,13,13,16,13,16,18,6.4,6.142836338803442,10,6,10,5
24,16,27,19,27,17,25,20,26,19,7.4,7.066690986355632,6,9,7,9
12,11,15,12,15,18,20,16,22,15,7.0,7.096977465808928,6,10,9,5
15,19,20,12,23,19,21,19,23,17,7.0,7.088660880629965,9,9,8,7
29,19,30,15,27,18,29,19,28,16,8.2,8.193989611952635,9,7,5,6
22,20,20,10,22,18,24,19,25,16,7.8,7.084104952251791,5,10,6,9
22,16,23,15,26,19,29,20,28,16,8.2,8.113558167405023,9,8,6,7
21,18,26,19,28,20,26,18,30,20,8.6,8.07035680153681,9,5,10,7
21,19,25,16,28,19,26,18,29,17,8.8,8.263844586664785,6,6,5,5
20,14,20,11,18,14,23,17,25,19,7.2,7.250374334576631,10,7,10,10
30,18,27,16,29,20,30,17,29,15,9.6,9.070068547777575,8,6,6,6
17,13,22,16,22,15,25,19,23,17,7.4,7.136455095851594,7,5,10,7
18,10,18,10,15,10,16,18,15,14,6.2,6.070382918572582,6,7,8,7
25,17,28,16,29,16,30,19,28,19,8.8,8.028932964857585,5,9,7,6
16,13,18,18,21,17,20,13,18,15,7.2,7.084906586419837,5,7,5,9
27,19,24,17,21,19,20,20,24,16,7.4,7.2026291253649015,7,10,10,9
20,11,21,20,18,14,18,19,16,14,7.4,7.240257609741399,9,5,10,8
27,18,26,19,26,20,25,15,22,17,7.2,7.2881135169448825,10,5,8,5
19,16,19,12,16,11,15,18,16,13,6.4,6.398864883279254,10,9,8,10
12,12,14,15,13,17,11,19,16,17,6.2,6.352381085870576,10,7,10,5
19,11,17,16,19,19,24,19,24,16,7.2,7.3965093018700685,7,10,7,10
13,15,11,20,14,18,18,20,19,19,7.2,7.178905092811437,9,5,7,8
29,20,29,16,27,19,28,16,30,19,9.0,9.33718584196498,10,10,9,9
16,14,19,17,20,11,20,13,21,17,7.2,7.028792421523194,9,9,10,5
28,19,26,18,29,20,28,19,30,16,9.8,9.44095920388684,8,5,9,5
14,18,12,16,17,12,21,20,26,15,7.4,7.161326832271608,5,10,10,7
20,12,18,19,23,19,24,20,27,19,8.6,8.367504898457097,6,10,10,10
17,19,17,13,16,10,14,14,18,15,6.6,6.010817277953302,9,9,8,10
15,17,14,18,17,15,19,19,16,17,7.2,7.495147871862088,8,8,6,6
16,12,13,12,16,19,17,16,21,18,6.6,6.041939908361556,8,10,10,6
20,18,18,19,15,20,13,20,12,11,7.0,7.228879158980579,7,6,8,8
17,18,16,15,19,12,22,18,21,18,6.8,6.1098321189216165,5,10,10,9
22,15,21,16,22,19,27,17,30,20,8.8,8.220528326866265,6,9,9,8
23,19,27,17,30,16,29,18,29,15,9.4,9.340249451901066,8,6,9,8
16,11,15,15,12,13,16,10,20,19,6.4,6.349061497195491,6,6,10,9
13,17,10,15,11,16,12,18,11,17,6.0,6.326094963806249,8,9,6,9
19,14,18,17,18,15,17,11,14,17,6.6,6.42435025004366,10,8,9,8
20,14,25,16,25,15,24,15,22,19,7.8,7.133037757405646,5,9,6,9
13,10,10,12,10,17,8,17,13,10,6.0,6.2261246570287385,5,9,8,7
15,16,15,20,17,20,14,10,12,11,6.6,6.063443364650293,5,5,10,10
29,19,27,20,27,18,25,19,30,19,9.0,9.11336484989149,8,10,7,10
27,15,27,19,30,15,29,18,28,19,9.0,9.235003094021021,9,7,10,6
28,15,26,16,26,19,28,16,25,17,8.4,8.142330080223118,6,10,6,8
29,19,30,15,29,15,26,16,27,20,8.8,8.478033053469723,9,8,7,6
14,10,17,12,21,19,18,20,17,20,6.8,6.292985919804998,10,5,6,8
20,20,23,15,20,20,21,18,22,18,6.8,6.438367227220632,6,9,5,6
